year,category,film,name,status,gender,movies.title,movies.year,movies.bt_score,movies.dubious,movies.imdbid,movies.tmdbId,movies.popularity,movies.release_date,movies.revenue,movies.vote_average,movies.vote_count,movies.budget,movies.crew_female_representation,Genre,Production Company,Production Country
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Revolution Studios,United States of America
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Jerry Bruckheimer Films,United Kingdom
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Jerry Bruckheimer Films,United States of America
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Revolution Studios,United Kingdom
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Revolution Studios,United States of America
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Jerry Bruckheimer Films,United Kingdom
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Jerry Bruckheimer Films,United States of America
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Revolution Studios,United Kingdom
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,winner,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Revolution Studios,United States of America
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Jerry Bruckheimer Films,United Kingdom
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Jerry Bruckheimer Films,United States of America
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Revolution Studios,United Kingdom
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Revolution Studios,United States of America
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Jerry Bruckheimer Films,United Kingdom
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Jerry Bruckheimer Films,United States of America
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Revolution Studios,United Kingdom
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Revolution Studios,United States of America
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Jerry Bruckheimer Films,United Kingdom
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Jerry Bruckheimer Films,United States of America
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Revolution Studios,United Kingdom
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Revolution Studios,United States of America
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Jerry Bruckheimer Films,United Kingdom
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Jerry Bruckheimer Films,United States of America
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Revolution Studios,United Kingdom
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,Action,Revolution Studios,United States of America
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Jerry Bruckheimer Films,United Kingdom
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Jerry Bruckheimer Films,United States of America
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Revolution Studios,United Kingdom
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,History,Revolution Studios,United States of America
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Jerry Bruckheimer Films,United Kingdom
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Jerry Bruckheimer Films,United States of America
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Revolution Studios,United Kingdom
2001,DIRECTING,Black Hawk Down,Ridley Scott,nominated,male,Black Hawk Down,2001,0,0,265086,855,40.38,28-12-2001,172989651,7.4,4577,92000000,7.04,War,Revolution Studios,United States of America
2002,CINEMATOGRAPHY,Road to Perdition,Conrad L. Hall,winner,male,Road to Perdition,2002,0,0,257044,4147,15.98,12-07-2002,181001478,7.4,2911,80000000,9.8,Crime,The Zanuck Company,United States of America
2002,CINEMATOGRAPHY,Road to Perdition,Conrad L. Hall,winner,male,Road to Perdition,2002,0,0,257044,4147,15.98,12-07-2002,181001478,7.4,2911,80000000,9.8,Crime,20th Century Fox,United States of America
2002,CINEMATOGRAPHY,Road to Perdition,Conrad L. Hall,winner,male,Road to Perdition,2002,0,0,257044,4147,15.98,12-07-2002,181001478,7.4,2911,80000000,9.8,Drama,The Zanuck Company,United States of America
2002,CINEMATOGRAPHY,Road to Perdition,Conrad L. Hall,winner,male,Road to Perdition,2002,0,0,257044,4147,15.98,12-07-2002,181001478,7.4,2911,80000000,9.8,Drama,20th Century Fox,United States of America
2002,CINEMATOGRAPHY,Road to Perdition,Conrad L. Hall,winner,male,Road to Perdition,2002,0,0,257044,4147,15.98,12-07-2002,181001478,7.4,2911,80000000,9.8,Thriller,The Zanuck Company,United States of America
2002,CINEMATOGRAPHY,Road to Perdition,Conrad L. Hall,winner,male,Road to Perdition,2002,0,0,257044,4147,15.98,12-07-2002,181001478,7.4,2911,80000000,9.8,Thriller,20th Century Fox,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Samuel Goldwyn,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Samuel Goldwyn,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Samuel Goldwyn Films,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Samuel Goldwyn,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Samuel Goldwyn,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Samuel Goldwyn Films,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Samuel Goldwyn,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Samuel Goldwyn,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Samuel Goldwyn Films,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Samuel Goldwyn Films,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Samuel Goldwyn Films,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Samuel Goldwyn Films,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Duncan Henderson,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Duncan Henderson,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Samuel Goldwyn Films,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Duncan Henderson,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Duncan Henderson,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Samuel Goldwyn Films,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Duncan Henderson,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Universal Pictures,United States of America
2003,BEST PICTURE,Master and Commander: The Far Side of the World,Duncan Henderson,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Samuel Goldwyn Films,United States of America
2003,FILM EDITING,Master and Commander: The Far Side of the World,Lee Smith,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Universal Pictures,United States of America
2003,FILM EDITING,Master and Commander: The Far Side of the World,Lee Smith,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Samuel Goldwyn Films,United States of America
2003,FILM EDITING,Master and Commander: The Far Side of the World,Lee Smith,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Universal Pictures,United States of America
2003,FILM EDITING,Master and Commander: The Far Side of the World,Lee Smith,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Samuel Goldwyn Films,United States of America
2003,FILM EDITING,Master and Commander: The Far Side of the World,Lee Smith,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Universal Pictures,United States of America
2003,FILM EDITING,Master and Commander: The Far Side of the World,Lee Smith,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Samuel Goldwyn Films,United States of America
2003,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,Russell Boyd,winner,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Universal Pictures,United States of America
2003,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,Russell Boyd,winner,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Samuel Goldwyn Films,United States of America
2003,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,Russell Boyd,winner,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Universal Pictures,United States of America
2003,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,Russell Boyd,winner,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Samuel Goldwyn Films,United States of America
2003,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,Russell Boyd,winner,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Universal Pictures,United States of America
2003,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,Russell Boyd,winner,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Samuel Goldwyn Films,United States of America
2003,DIRECTING,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Universal Pictures,United States of America
2003,DIRECTING,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Samuel Goldwyn Films,United States of America
2003,DIRECTING,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Universal Pictures,United States of America
2003,DIRECTING,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Samuel Goldwyn Films,United States of America
2003,DIRECTING,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Universal Pictures,United States of America
2003,DIRECTING,Master and Commander: The Far Side of the World,Peter Weir,nominated,male,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Samuel Goldwyn Films,United States of America
2003,COSTUME DESIGN,Master and Commander: The Far Side of the World,Wendy Stites,nominated,female,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Universal Pictures,United States of America
2003,COSTUME DESIGN,Master and Commander: The Far Side of the World,Wendy Stites,nominated,female,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Adventure,Samuel Goldwyn Films,United States of America
2003,COSTUME DESIGN,Master and Commander: The Far Side of the World,Wendy Stites,nominated,female,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Universal Pictures,United States of America
2003,COSTUME DESIGN,Master and Commander: The Far Side of the World,Wendy Stites,nominated,female,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,Drama,Samuel Goldwyn Films,United States of America
2003,COSTUME DESIGN,Master and Commander: The Far Side of the World,Wendy Stites,nominated,female,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Universal Pictures,United States of America
2003,COSTUME DESIGN,Master and Commander: The Far Side of the World,Wendy Stites,nominated,female,Master and Commander: The Far Side of the World,2003,0,0,311113,8619,14.6,14-11-2003,212011111,7.1,2472,150000000,7.17,War,Samuel Goldwyn Films,United States of America
